campanha_mais_drastica	dia_contato	num_pagamentos_parciais_diario	vlr_saldo_devedor	juros_mes	perc_retencao	comunicacao_efetiva	mes_comunicado	dia_do_mes_comunicado	lag_1_var_agg_qtd_transacoes_sum	lag_1_var_agg_vlr_pgto_realizado_sum	lag_1_var_agg_vlr_tpv_sum	lag_1_var_agg_duracao_ciclo	lag_1_var_agg_num_pagamentos_parciais	lag_1_var_agg_campanha_mais_drastica_ciclo	lag_1_var_agg_vlr_saldo_devedor_inicial	lag_1_var_agg_vlr_saldo_devedor_final	lag_1_prazo	lag_1_juros_mes	lag_1_perc_retencao	lag_1_var_agg_duracao_ciclo_normalizado	lag_1_spread_vlr_saldo_devedor	lag_2_var_agg_qtd_transacoes_sum	lag_2_var_agg_vlr_pgto_realizado_sum	lag_2_var_agg_vlr_tpv_sum	lag_2_var_agg_duracao_ciclo	lag_2_var_agg_num_pagamentos_parciais	lag_2_var_agg_campanha_mais_drastica_ciclo	lag_2_var_agg_vlr_saldo_devedor_inicial	lag_2_var_agg_vlr_saldo_devedor_final	lag_2_prazo	lag_2_juros_mes	lag_2_perc_retencao	lag_2_var_agg_duracao_ciclo_normalizado	lag_2_spread_vlr_saldo_devedor	lag_3_var_agg_qtd_transacoes_sum	lag_3_var_agg_vlr_pgto_realizado_sum	lag_3_var_agg_vlr_tpv_sum	lag_3_var_agg_duracao_ciclo	lag_3_var_agg_num_pagamentos_parciais	lag_3_var_agg_campanha_mais_drastica_ciclo	lag_3_var_agg_vlr_saldo_devedor_inicial	lag_3_var_agg_vlr_saldo_devedor_final	lag_3_prazo	lag_3_juros_mes	lag_3_perc_retencao	lag_3_var_agg_duracao_ciclo_normalizado	lag_3_spread_vlr_saldo_devedor	tipo_empresa	estado	subsegmento
1	16	5	14097,99	0,04788	0,168	FALSE	12	31	0	297,11	0	15	7	0	-593,960000000001	14623,97	25,65	0,04788	0,168	3,75	43,1799999999985	0	108,39	0	5	2	0	-2484,95	16497,93	25,65	0,04788	0,168	1,25	26,1500000000015	0	158,48	0	6	3	0	-3280,53	17278,03	25,65	0,04788	0,168	1,5	10,6699999999983	PJ	RJ	Academias
1	16	11	92831,28	0,04788	0,168	FALSE	5	11	300	4457,7	18254,8	38	26	0	-3013,95999999999	96077,77	25,65	0,04788	0,168	7,6	428,900000000009	80	839,46	5653	9	5	0	-3710,66	97062,97	25,65	0,04788	0,168	1,8	717,399999999994	63	984,38	3870,5	7	5	0	-3732,33	96767,55	25,65	0,04788	0,168	1,4	400,309999999998	MEI	GO	Lojas Diversas
2	31	22	93011,38	0,04788	0,228	FALSE	5	26	300	4457,7	18254,8	38	26	0	-3013,95999999999	96077,77	25,65	0,04788	0,168	7,6	428,900000000009	80	839,46	5653	9	5	0	-3710,66	97062,97	25,65	0,04788	0,168	1,8	717,399999999994	63	984,38	3870,5	7	5	0	-3732,33	96767,55	25,65	0,04788	0,168	1,4	400,309999999998	MEI	GO	Lojas Diversas
3	46	32	93011,31	0,04788	0,228	FALSE	6	10	300	4457,7	18254,8	38	26	0	-3013,95999999999	96077,77	25,65	0,04788	0,168	7,6	428,900000000009	80	839,46	5653	9	5	0	-3710,66	97062,97	25,65	0,04788	0,168	1,8	717,399999999994	63	984,38	3870,5	7	5	0	-3732,33	96767,55	25,65	0,04788	0,168	1,4	400,309999999998	MEI	GO	Lojas Diversas
2	31	23	87812,4	0,04788	0,228	FALSE	12	16	0	986,81	0	8	5	0	-440,309999999998	88183,95	25,65	0,04788	0,228	1,6	373,020000000004	0	2928,62	0	23	16	0	-810,779999999999	88218,23	25,65	0,04788	0,228	4,6	36,8300000000018	0	1730,87	0	14	10	0	-1315,85000000001	89043,99	25,65	0,04788	0,228	2,8	357,520000000004	MEI	GO	Lojas Diversas
3	46	16	7549,79	0,04788	0,36	FALSE	2	19	9	64,16	527	6	3	0	-4,09000000000015	7340,81	25,65	0,04788	0,084	1	19,1700000000001	5	108,72	614,01	6	3	0	-18,8599999999997	7347,53	25,65	0,04788	0,084	1	11,1199999999999	3	112,31	900	7	2	0	-282,17	7623,85	25,65	0,04788	0,084	1,16666666666667	24,1300000000001	PJ	PR	Outros
1	57	19	7467,26	0,04788	0,36	FALSE	3	2	9	64,16	527	6	3	0	-4,09000000000015	7340,81	25,65	0,04788	0,084	1	19,1700000000001	5	108,72	614,01	6	3	0	-18,8599999999997	7347,53	25,65	0,04788	0,084	1	11,1199999999999	3	112,31	900	7	2	0	-282,17	7623,85	25,65	0,04788	0,084	1,16666666666667	24,1300000000001	PJ	PR	Outros
1	63	20	7506,58	0,04788	0,84	TRUE	3	8	9	64,16	527	6	3	0	-4,09000000000015	7340,81	25,65	0,04788	0,084	1	19,1700000000001	5	108,72	614,01	6	3	0	-18,8599999999997	7347,53	25,65	0,04788	0,084	1	11,1199999999999	3	112,31	900	7	2	0	-282,17	7623,85	25,65	0,04788	0,084	1,16666666666667	24,1300000000001	PJ	PR	Outros
1	16	3	6074,98	0,04788	1,2	TRUE	5	27	4	115,27	127	7	1	0	-302	6413,37	25,65	0,04788	1,2	1,16666666666667	50	2	200,24	70	7	1	0	-358,41	6470,21	25,65	0,04788	1,2	1,16666666666667	50,4300000000003	3	370,75	120	7	1	0	-498,480000000001	6611,39	25,65	0,04788	1,2	1,16666666666667	51,54	PJ	PR	Outros
1	2	1	4103,03	0,04788	1,2	FALSE	6	29	1	161,58	50	6	1	0	-51,1999999999998	4176,01	25,65	0,04788	1,2	1	27,1400000000003	4	181,45	732	7	1	0	-1616,45	5759,01	25,65	0,04788	1,2	1,16666666666667	44,8900000000003	1	117,32	60	5	1	0	-1867,92	5996,78	25,65	0,04788	1,2	0,833333333333333	31,1899999999996	PJ	PR	Outros
1	1	1	3560,85	0,04788	1,2	FALSE	7	12	0	370,85	0	7	1	0	-203,56	3793,98	25,65	0,04788	1,2	1,16666666666667	29,5700000000002	0	83,79	0	7	1	1	-536,82	4129,86	25,65	0,04788	1,2	1,16666666666667	32,1899999999996	1	161,58	50	6	1	0	-588,02	4176,01	25,65	0,04788	1,2	1	27,1400000000003	PJ	PR	Outros
1	1	1	2601,88	0,04788	0,084	FALSE	8	9	0	64,71	0	7	1	0	-109,21	2732,37	25,65	0,04788	1,2	1,16666666666667	21,2799999999997	0	56,55	0	5	1	0	-155,87	2772,17	25,65	0,04788	1,2	0,833333333333333	14,4200000000001	0	238,07	0	7	1	1	-958,97	3588,83	25,65	0,04788	1,2	1,16666666666667	27,98	PJ	PR	Outros
1	15	3	2639,32	0,04788	1,2	FALSE	8	23	0	64,71	0	7	1	0	-109,21	2732,37	25,65	0,04788	1,2	1,16666666666667	21,2799999999997	0	56,55	0	5	1	0	-155,87	2772,17	25,65	0,04788	1,2	0,833333333333333	14,4200000000001	0	238,07	0	7	1	1	-958,97	3588,83	25,65	0,04788	1,2	1,16666666666667	27,98	PJ	PR	Outros
1	16	3	2642,77	0,04788	1,2	FALSE	8	24	0	64,71	0	7	1	0	-109,21	2732,37	25,65	0,04788	1,2	1,16666666666667	21,2799999999997	0	56,55	0	5	1	0	-155,87	2772,17	25,65	0,04788	1,2	0,833333333333333	14,4200000000001	0	238,07	0	7	1	1	-958,97	3588,83	25,65	0,04788	1,2	1,16666666666667	27,98	PJ	PR	Outros
1	8	1	2558,67	0,04788	1,2	TRUE	9	13	0	98	0	7	1	0	-30,1000000000004	2585,67	25,65	0,04788	1,2	1,16666666666667	20,1399999999999	0	144,51	0	21	3	1	-66,4500000000003	2660,06	25,65	0,04788	0,084	3,5	58,1799999999998	0	64,71	0	7	1	0	-175,66	2732,37	25,65	0,04788	1,2	1,16666666666667	21,2799999999997	PJ	PR	Outros
1	6	1	1855,37	0,04788	1,2	TRUE	10	12	0	64,64	0	6	1	0	-306,78	2164,16	25,65	0,04788	1,2	1	14,0699999999997	0	64,64	0	6	1	0	-654,08	2513,72	25,65	0,04788	1,2	1	16,3299999999999	0	53,63	0	8	1	1	-692,12	2558,67	25,65	0,04788	1,2	1,33333333333333	23,2400000000002	PJ	PR	Outros
1	8	1	12650,65	0,05988	0,18	FALSE	3	8	165	934,33	4619	16	4	0	-1983,6	14683,43	25,65	0,05988	0,18	3,2	195,690000000001	148	1022,82	4214	7	2	0	-2574,32	15228,51	25,65	0,05988	0,18	1,4	150,050000000001	122	509,32	3208	7	2	0	-3417,21	16073,26	25,65	0,05988	0,18	1,4	151,91	PJ	RJ	Alimentacao Rapida
2	11	1	11097,03	0,05988	0,09684	TRUE	4	16	271	472,73	6720	7	1	0	-748,450000000001	11779,37	25,65	0,05988	0,09684	1,4	117,030000000001	128	862,97	3314	18	2	1	-1590,25	12618,24	25,65	0,05988	0,18	3,6	114,1	165	934,33	4619	16	4	0	-3573,85	14683,43	25,65	0,05988	0,18	3,2	195,690000000001	PJ	RJ	Alimentacao Rapida
1	1	1	8885,69	0,05988	0,09684	FALSE	5	17	134	138,15	3650	7	1	0	-190,92	9167,69	25,65	0,05988	0,09684	1,4	91,0799999999999	45	554,54	1356	5	1	0	-252,719999999999	9199,44	25,65	0,05988	0,09684	1	61,0300000000007	210	508,31	5685,5	7	1	0	-1181,39	10168,09	25,65	0,05988	0,09684	1,4	101,01	PJ	RJ	Alimentacao Rapida
1	8	2	5047,24	0,05988	0,09684	FALSE	7	12	101	106,38	3614	7	1	0	-656,55	5750,66	25,65	0,05988	0,09684	1,4	57,1300000000001	64	736,99	1775	6	1	0	-705,320000000001	5790,27	25,65	0,05988	0,09684	1,2	47,9700000000003	103	484,63	3248	7	1	0	-1583,71	6687,13	25,65	0,05988	0,09684	1,4	66,4400000000005	PJ	RJ	Alimentacao Rapida
2	33	6	10818,67	0,07188	0,12	FALSE	7	26	5	213,9	2476,85	5	2	0	-343,179999999999	10846,21	25,65	0,07188	0,12	1	67,5799999999999	15	297,14	1937,68	8	5	0	-499,15	10954,96	25,65	0,07188	0,12	1,6	20,3599999999988	5	65,86	1204	5	2	0	-944,959999999999	11468,35	25,65	0,07188	0,12	1	87,9400000000005	PJ	PR	Material de Construcao
3	48	8	11065,39	0,07188	0,12	TRUE	8	10	5	213,9	2476,85	5	2	0	-343,179999999999	10846,21	25,65	0,07188	0,12	1	67,5799999999999	15	297,14	1937,68	8	5	0	-499,15	10954,96	25,65	0,07188	0,12	1,6	20,3599999999988	5	65,86	1204	5	2	0	-944,959999999999	11468,35	25,65	0,07188	0,12	1	87,9400000000005	PJ	PR	Material de Construcao
1	8	1	5494,25	0,07188	0,18	TRUE	9	21	0	3583,94	0	7	1	0	-743,61	6235,93	25,65	0,07188	0,18	1,4	72,1500000000006	0	654,07	0	5	1	0	-4233,5	9728,84	25,65	0,07188	0,18	1	75,1700000000001	0	359,1	0	5	1	0	-4788,12	10287,77	25,65	0,07188	0,18	1	79,4799999999996	PJ	PR	Material de Construcao
1	1	1	20078,56	0,05388	0,132	FALSE	4	6	99	562,64	4190,86	24	12	0	-62,0799999999981	20341,94	30,78	0,05388	0,132	4,36363636363636	201,299999999999	65	807,97	2688,34	16	8	0	-95,0599999999977	20205,45	30,78	0,05388	0,132	2,90909090909091	31,8300000000018	25	38,34	1035,8	5	1	0	-486	20688,73	30,78	0,05388	0,132	0,909090909090909	124,169999999998	MEI	PB	Bares e Restaurantes
2	31	19	19597,03	0,05388	0,132	TRUE	6	9	26	396,4	1380,73	8	3	0	-65,4099999999999	19665,53	30,78	0,05388	0,132	1,45454545454545	30,2799999999988	33	129,58	1524,42	5	3	0	-314,18	19990,84	30,78	0,05388	0,132	0,909090909090909	106,82	45	116,2	1627,52	6	2	1	-508,720000000001	20176,02	30,78	0,05388	0,132	1,09090909090909	97,4599999999991	MEI	PB	Bares e Restaurantes
1	16	9	19742,36	0,05388	0,132	FALSE	6	29	121	1040,05	5829,84	35	21	2	-4,7400000000016	19657,12	30,78	0,05388	0,132	6,36363636363636	87,2799999999988	26	396,4	1380,73	8	3	0	-70,1500000000015	19665,53	30,78	0,05388	0,132	1,45454545454545	30,2799999999988	33	129,58	1524,42	5	3	0	-318,920000000002	19990,84	30,78	0,05388	0,132	0,909090909090909	106,82	MEI	PB	Bares e Restaurantes
2	31	15	19792,65	0,05388	0,192	FALSE	7	14	121	1040,05	5829,84	35	21	2	-4,7400000000016	19657,12	30,78	0,05388	0,132	6,36363636363636	87,2799999999988	26	396,4	1380,73	8	3	0	-70,1500000000015	19665,53	30,78	0,05388	0,132	1,45454545454545	30,2799999999988	33	129,58	1524,42	5	3	0	-318,920000000002	19990,84	30,78	0,05388	0,132	0,909090909090909	106,82	MEI	PB	Bares e Restaurantes
1	16	3	10815,58	0,06588	0,192	FALSE	9	16	0	247,28	0	7	3	0	-358,759999999998	11032,3	30,78	0,06588	0,192	2,33333333333333	24,1700000000001	0	194,51	0	14	4	0	-377,089999999998	11141,73	30,78	0,06588	0,192	4,66666666666667	115,27	0	214,57	0	11	3	0	-452,429999999999	11163,77	30,78	0,06588	0,192	3,66666666666667	61,9700000000012	PJ	RJ	Automotivo
1	28	5	10881,16	0,06588	0,192	FALSE	9	28	0	247,28	0	7	3	0	-358,759999999998	11032,3	30,78	0,06588	0,192	2,33333333333333	24,1700000000001	0	194,51	0	14	4	0	-377,089999999998	11141,73	30,78	0,06588	0,192	4,66666666666667	115,27	0	214,57	0	11	3	0	-452,429999999999	11163,77	30,78	0,06588	0,192	3,66666666666667	61,9700000000012	PJ	RJ	Automotivo
1	6	1	9868,51	0,06588	0,192	TRUE	11	17	0	213,97	0	15	4	0	-556,15	10540,63	30,78	0,06588	0,192	5	203,49	0	390,66	0	9	4	0	-680,76	10475,6	30,78	0,06588	0,192	3	13,8500000000004	0	929,62	0	40	9	1	-868,380000000001	10697,42	30,78	0,06588	0,192	13,3333333333333	48,0499999999993	PJ	RJ	Automotivo
1	1	1	17216,55	0,05388	0,156	FALSE	6	28	3	87,84	1233,15	7	1	0	-78,3199999999997	17447,45	25,65	0,05388	0,156	1,16666666666667	152,580000000002	2	215,56	991,58	5	2	0	-376,549999999999	17669,36	25,65	0,05388	0,156	0,833333333333333	76,260000000002	2	161,75	3478,04	8	2	0	-965,32	18358,47	25,65	0,05388	0,156	1,33333333333333	176,600000000002	PF	MS	Lojas Diversas
1	16	4	17481,18	0,05388	0,156	FALSE	7	13	3	87,84	1233,15	7	1	0	-78,3199999999997	17447,45	25,65	0,05388	0,156	1,16666666666667	152,580000000002	2	215,56	991,58	5	2	0	-376,549999999999	17669,36	25,65	0,05388	0,156	0,833333333333333	76,260000000002	2	161,75	3478,04	8	2	0	-965,32	18358,47	25,65	0,05388	0,156	1,33333333333333	176,600000000002	PF	MS	Lojas Diversas
1	6	1	8933,45	0,07188	0,19344	FALSE	3	25	60	105,66	2276,15	5	1	0	-1023,33	9947,26	15,39	0,07188	0,19344	1,66666666666667	78,4899999999998	36	759,99	1656,15	7	3	0	-1434,74	10339,1	15,39	0,07188	0,19344	2,33333333333333	58,9200000000001	57	58,28	2670,45	5	1	0	-2728,37	11665,84	15,39	0,07188	0,19344	1,66666666666667	92,0300000000007	PJ	SC	Bares e Restaurantes
2	11	1	9022,34	0,07188	0,19344	FALSE	3	30	60	105,66	2276,15	5	1	0	-1023,33	9947,26	15,39	0,07188	0,19344	1,66666666666667	78,4899999999998	36	759,99	1656,15	7	3	0	-1434,74	10339,1	15,39	0,07188	0,19344	2,33333333333333	58,9200000000001	57	58,28	2670,45	5	1	0	-2728,37	11665,84	15,39	0,07188	0,19344	1,66666666666667	92,0300000000007	PJ	SC	Bares e Restaurantes
2	33	6	9308,66	0,07188	0,19344	FALSE	4	21	60	105,66	2276,15	5	1	0	-1023,33	9947,26	15,39	0,07188	0,19344	1,66666666666667	78,4899999999998	36	759,99	1656,15	7	3	0	-1434,74	10339,1	15,39	0,07188	0,19344	2,33333333333333	58,9200000000001	57	58,28	2670,45	5	1	0	-2728,37	11665,84	15,39	0,07188	0,19344	1,66666666666667	92,0300000000007	PJ	SC	Bares e Restaurantes
1	16	7	4518,88	0,04788	0,084	FALSE	10	20	9	43,52	310,4	5	3	0	-25,5800000000008	4499,73	25,65	0,04788	0,084	1,66666666666667	0,169999999999163	12	43,59	478,1	6	3	0	-176,55	4653,71	25,65	0,04788	0,084	2	3,18000000000029	18	44,91	475,3	7	5	0	-348,85	4823,5	25,65	0,04788	0,084	2,33333333333333	0,670000000000073	PJ	SC	Bares e Restaurantes
2	31	8	4593,18	0,04788	0,084	FALSE	11	4	9	43,52	310,4	5	3	0	-25,5800000000008	4499,73	25,65	0,04788	0,084	1,66666666666667	0,169999999999163	12	43,59	478,1	6	3	0	-176,55	4653,71	25,65	0,04788	0,084	2	3,18000000000029	18	44,91	475,3	7	5	0	-348,85	4823,5	25,65	0,04788	0,084	2,33333333333333	0,670000000000073	PJ	SC	Bares e Restaurantes
1	43	11	4648,93	0,04788	0,084	FALSE	11	16	9	43,52	310,4	5	3	0	-25,5800000000008	4499,73	25,65	0,04788	0,084	1,66666666666667	0,169999999999163	12	43,59	478,1	6	3	0	-176,55	4653,71	25,65	0,04788	0,084	2	3,18000000000029	18	44,91	475,3	7	5	0	-348,85	4823,5	25,65	0,04788	0,084	2,33333333333333	0,670000000000073	PJ	SC	Bares e Restaurantes
1	6	1	3566,63	0,04788	0,1068	TRUE	2	16	34	36,12	1032	5	1	0	-165,29	3728,12	25,65	0,04788	0,1068	1,66666666666667	19,3899999999999	4	72,25	324	7	1	0	-366,37	3940,52	25,65	0,04788	0,1068	2,33333333333333	30,71	22	124,25	663	7	2	0	-416,9	3976,86	25,65	0,04788	0,1068	2,33333333333333	16,52	PJ	SC	Bares e Restaurantes
1	6	1	6751,11	0,07788	0,18	FALSE	12	27	0	71,67	0	5	3	0	-14,3100000000004	6729,06	30,78	0,07788	0,18	1,25	17,9300000000003	0	124,06	0	7	3	0	-149,18	6862,49	30,78	0,07788	0,18	1,75	16,4899999999998	0	41,16	0	5	3	0	-193,81	6908,72	30,78	0,07788	0,18	1,25	18,0900000000001	MEI	RN	Supermercados
1	16	8	4222,06	0,05988	0,07344	FALSE	3	18	5	92,82	922,82	7	2	0	-41,21	4254,7	25,65	0,05988	0,096	2,33333333333333	31,5799999999999	7	157,53	1988,5	6	2	0	-326,68	4537,88	25,65	0,05988	0,096	2	29,29	7	160,11	996,13	9	5	0	-810,440000000001	5013,33	25,65	0,05988	0,096	3	20,9799999999996	PJ	SP	Lojas Diversas
2	31	14	4273,89	0,05988	0,07344	FALSE	4	2	5	92,82	922,82	7	2	0	-41,21	4254,7	25,65	0,05988	0,096	2,33333333333333	31,5799999999999	7	157,53	1988,5	6	2	0	-326,68	4537,88	25,65	0,05988	0,096	2	29,29	7	160,11	996,13	9	5	0	-810,440000000001	5013,33	25,65	0,05988	0,096	3	20,9799999999996	PJ	SP	Lojas Diversas
1	8	2	3321,01	0,05988	0,19344	FALSE	9	7	29	530,59	1399,5	75	34	0	-680,44	4085,28	25,65	0,05988	0,13344	25	31,6900000000001	9	225,1	537,5	10	7	0	-744,92	4130,76	25,65	0,05988	0,07344	3,33333333333333	12,6900000000005	40	334,19	5176,18	61	22	2	-808,76	4286,83	25,65	0,05988	0,07344	20,3333333333333	104,92	PJ	SP	Lojas Diversas
1	8	2	1034,52	0,05988	0,19344	FALSE	12	14	0	25,92	0	5	1	0	-34,75	1073,81	25,65	0,05988	0,19344	1,66666666666667	7,12999999999988	0	10,5	0	5	2	0	-936,07	1978,5	25,65	0,05988	0,19344	1,66666666666667	10,5	0	357,92	0	7	4	0	-1214,45	2256,11	25,65	0,05988	0,19344	2,33333333333333	9,73000000000002	PJ	SP	Lojas Diversas
2	21	3	1048,91	0,05988	0,19344	TRUE	12	27	0	25,92	0	5	1	0	-34,75	1073,81	25,65	0,05988	0,19344	1,66666666666667	7,12999999999988	0	10,5	0	5	2	0	-936,07	1978,5	25,65	0,05988	0,19344	1,66666666666667	10,5	0	357,92	0	7	4	0	-1214,45	2256,11	25,65	0,05988	0,19344	2,33333333333333	9,73000000000002	PJ	SP	Lojas Diversas
1	10	2	23336,59	0,05988	0,216	FALSE	11	10	0	1195,09	0	28	10	0	-568,490000000002	23914,09	27,36	0,05988	0,216	4	325,68	0	828,66	0	14	3	0	-649,870000000003	23997,25	27,36	0,05988	0,216	2	327,459999999999	0	521,94	0	7	3	0	-1981,43	25200,87	27,36	0,05988	0,216	1	199,52	PJ	RJ	Bares e Restaurantes
1	15	2	23366,69	0,05988	0,216	FALSE	12	6	0	960,97	0	21	6	1	-185,929999999997	23193,81	27,36	0,05988	0,216	3	173,890000000003	0	1195,09	0	28	10	0	-754,419999999998	23914,09	27,36	0,05988	0,216	4	325,68	0	828,66	0	14	3	0	-835,799999999999	23997,25	27,36	0,05988	0,216	2	327,459999999999	PJ	RJ	Bares e Restaurantes
2	18	2	23483,64	0,05988	0,216	FALSE	12	9	0	960,97	0	21	6	1	-185,929999999997	23193,81	27,36	0,05988	0,216	3	173,890000000003	0	1195,09	0	28	10	0	-754,419999999998	23914,09	27,36	0,05988	0,216	4	325,68	0	828,66	0	14	3	0	-835,799999999999	23997,25	27,36	0,05988	0,216	2	327,459999999999	PJ	RJ	Bares e Restaurantes
1	16	6	72942,14	0,03588	0,18	TRUE	4	8	32	1104,99	6088,9	20	10	1	-313,410000000004	73548,78	25,65	0,03588	0,18	4	824,619999999995	15	827,66	4562	6	3	0	-645,369999999995	73156,5	25,65	0,03588	0,18	1,2	100,380000000005	11	365,8	1883	7	3	0	-1038,2	73534,27	25,65	0,03588	0,18	1,4	85,320000000007	PJ	SC	Material de Construcao
1	16	10	307552,73	0,04788	0,24	FALSE	12	16	0	1667,31	0	5	3	0	-1423,52999999997	308719,07	35,91	0,04788	0,24	1,25	947,520000000019	0	1519,39	0	5	3	0	-2286,45999999996	309894,7	35,91	0,04788	0,24	1,25	1260,22000000003	0	1693,89	0	5	3	0	-7882,13999999996	315434,24	35,91	0,04788	0,24	1,25	1204,08000000002	PJ	SP	Bares e Restaurantes
